Ensembl_Gene_ID	Gene_Symbol	log2FC_DeSeq	p_DeSeq	padj_DeSeq	log2FC_edge	p_edge	padj_edge
ENSG00000185630	PBX1	-0,5688293068	2,14E-12	1,23E-10	-0,6296595231	4,96E-12	3,34E-10
ENSG00000111962	UST	0,9807967603	4,14E-06	0,0001182426	1,0196519457	3,18E-06	0,0001043063
ENSG00000196639	HRH1	0,7484219696	1,30E-18	1,13E-16	0,7040960736	4,09E-17	4,11E-15
ENSG00000142227	EMP3	0,5318166211	4,38E-11	2,28E-09	0,4859035727	1,72E-08	8,14E-07
ENSG00000198947	DMD	-0,7224918069	1,55E-09	6,87E-08	-0,7954223289	2,14E-12	1,50E-10
ENSG00000162599	NFIA	-0,6737059618	3,30E-16	2,48E-14	-0,7360742858	2,78E-19	3,19E-17
ENSG00000114742	WDR48	0,5944053619	2,55E-31	3,86E-29	0,5433413451	3,74E-13	2,80E-11
ENSG00000230266	XXYLT1-AS2	0,6846641594	1,89E-06	5,70E-05	0,6593612146	2,29E-06	7,79E-05
ENSG00000170271	FAXDC2	-0,9236117082	1,59E-09	7,03E-08	-1,0180248292	5,36E-11	3,36E-09
ENSG00000234883	MIR155HG	0,7441537449	4,12E-07	1,37E-05	0,7213951545	3,18E-07	1,24E-05
ENSG00000123610	TNFAIP6	1,3434850716	0,0002856802	0,0054551983	3,8008872307	9,31E-06	0,0002761421
ENSG00000254087	LYN	-0,740015614	3,07E-22	3,19E-20	-0,8014657319	4,18E-23	5,86E-21
ENSG00000139370	SLC15A4	0,6220466562	2,34E-14	1,57E-12	0,5758810831	5,57E-11	3,47E-09
ENSG00000103187	COTL1	0,4914545032	1,01E-28	1,40E-26	0,4407229699	8,64E-10	4,85E-08
ENSG00000261884	CTC-479C5.12	0,9411891156	7,28E-06	0,0001982894	0,9749653545	3,43E-06	0,0001109434
ENSG00000118707	TGIF2	0,4533313458	3,21E-16	2,42E-14	0,4026333356	1,48E-07	6,03E-06
ENSG00000127561	SYNGR3	1,5198495595	1,85E-08	7,25E-07	1,7382292825	8,08E-10	4,55E-08
ENSG00000178996	SNX18	-0,5467783386	1,86E-23	2,05E-21	-0,6042565889	2,54E-16	2,42E-14
ENSG00000110675	ELMOD1	-0,6521468854	3,55E-12	2,00E-10	-0,7152304058	1,55E-15	1,39E-13
ENSG00000132471	WBP2	0,5187647196	2,97E-19	2,68E-17	0,4697054909	1,83E-09	9,91E-08
ENSG00000014914	MTMR11	0,5272681864	2,89E-13	1,79E-11	0,478487862	4,49E-08	1,99E-06
ENSG00000144802	NFKBIZ	0,7889105135	1,20E-13	7,68E-12	0,7511607733	1,28E-12	9,24E-11
ENSG00000179630	LACC1	1,0259480339	3,87E-15	2,72E-13	1,0052759529	2,22E-19	2,58E-17
ENSG00000137462	TLR2	1,6590111977	5,45E-06	0,0001521725	2,805664356	1,16E-07	4,80E-06
ENSG00000160588	MPZL3	-0,51229472	8,06E-10	3,70E-08	-0,5714057703	2,14E-09	1,14E-07
ENSG00000136630	HLX	0,7596817412	0,0001379576	0,0028831569	0,7728676848	6,21E-06	0,0001911999
ENSG00000179148	ALOXE3	1,3682625169	0,0002483876	0,0048197697	3,2651176359	8,49E-06	0,0002548283
ENSG00000100055	CYTH4	1,3032512545	1,79E-05	0,000448581	1,5979636001	1,47E-06	5,17E-05
ENSG00000137628	DDX60	0,8608306224	3,39E-20	3,21E-18	0,8207682122	2,53E-19	2,92E-17
ENSG00000123609	NMI	0,4608710098	7,93E-14	5,15E-12	0,411308769	1,69E-07	6,81E-06
ENSG00000168209	DDIT4	-0,6125000443	1,68E-06	5,10E-05	-0,6836029519	3,66E-09	1,90E-07
ENSG00000067113	PPAP2A	0,6497408164	7,53E-11	3,81E-09	0,6088787592	8,89E-10	4,96E-08
ENSG00000205213	LGR4	-0,7888804193	1,18E-15	8,60E-14	-0,857100825	1,66E-16	1,61E-14
ENSG00000100567	PSMA3	0,2907339688	2,69E-09	1,16E-07	0,2392298003	0,0010358075	0,0171259218
ENSG00000237604	AP001056.1	1,3708152888	0,0001579481	0,0032487118	5,7824605201	1,96E-06	6,72E-05
ENSG00000197632	SERPINB2	0,9668944514	1,51E-23	1,68E-21	0,9291344648	1,31E-22	1,77E-20
ENSG00000039523	FAM65A	0,6432346324	1,37E-39	2,65E-37	0,5929902949	7,74E-16	7,05E-14
ENSG00000145506	NKD2	1,3449941895	0,0003119208	0,0058842518	3,2726650983	2,78E-05	0,0007344645
ENSG00000167987	VPS37C	0,5928680682	6,68E-21	6,60E-19	0,5429117929	2,97E-12	2,03E-10
ENSG00000205336	GPR56	0,6012122993	4,55E-73	1,71E-70	0,5492344663	6,60E-15	5,55E-13
ENSG00000162878	PKDCC	-0,7794645446	1,18E-08	4,72E-07	-0,8608606935	1,26E-09	6,96E-08
ENSG00000137496	IL18BP	0,5850087776	3,72E-06	0,0001068846	0,5484419079	5,04E-06	0,0001587632
ENSG00000073910	FRY	-0,4166278125	1,02E-07	3,67E-06	-0,4734544147	1,55E-08	7,41E-07
ENSG00000126709	IFI6	0,598471275	8,71E-07	2,78E-05	0,5622663237	7,37E-06	0,000223489
ENSG00000169744	LDB2	-0,561638384	2,92E-07	9,92E-06	-0,6262990883	1,80E-10	1,06E-08
ENSG00000232259	RP11-4C20.3	-1,4182399409	0,0001430886	0,0029804067	-2,8679403253	5,51E-06	0,000171791
ENSG00000164983	TMEM65	-0,501409818	2,43E-19	2,21E-17	-0,5583824521	1,06E-13	8,31E-12
ENSG00000130762	ARHGEF16	1,4892582443	2,09E-07	7,27E-06	1,7668495362	6,07E-09	3,06E-07
ENSG00000213088	DARC	1,3994856616	0,0001741093	0,0035368213	2,7420398906	6,07E-06	0,0001874635
ENSG00000165259	HDX	0,7157183833	1,07E-11	5,84E-10	0,6763321387	8,42E-11	5,13E-09
ENSG00000002587	HS3ST1	-1,2978587015	2,10E-06	6,30E-05	-1,5948506892	2,83E-08	1,30E-06
ENSG00000020577	SAMD4A	0,8078403847	5,74E-12	3,19E-10	0,7744248084	1,70E-15	1,49E-13
ENSG00000239713	APOBEC3G	0,6812122153	2,02E-07	7,07E-06	0,6497787743	3,08E-06	0,0001018446
ENSG00000084734	GCKR	0,897420177	2,20E-09	9,56E-08	0,8830640552	8,16E-09	4,00E-07
ENSG00000140464	PML	0,7055822154	1,94E-35	3,42E-33	0,6570932215	2,82E-17	2,88E-15
ENSG00000073282	TP63	1,4768134103	7,82E-05	0,0017365013	3,3800686749	3,34E-06	0,0001084087
ENSG00000154319	FAM167A	1,4267999377	0,0001330187	0,0027855369	2,8652728984	3,34E-06	0,0001083647
ENSG00000204525	HLA-C	0,8537000813	8,29E-24	9,27E-22	0,8126139482	3,79E-20	4,57E-18
ENSG00000175556	LONRF3	-1,1113780493	6,12E-10	2,85E-08	-1,2348540608	8,97E-13	6,53E-11
ENSG00000159202	UBE2Z	0,5447368229	9,31E-84	4,40E-81	0,4923004258	1,80E-12	1,28E-10
ENSG00000140950	TLDC1	0,7218617406	7,94E-25	9,24E-23	0,6745701993	3,76E-17	3,81E-15
ENSG00000185614	FAM212A	-0,7429346652	7,44E-07	2,39E-05	-0,8280277929	5,46E-08	2,38E-06
ENSG00000166888	STAT6	0,6965806739	3,90E-74	1,52E-71	0,6451252976	1,97E-19	2,30E-17
ENSG00000177105	RHOG	0,4266753409	7,49E-10	3,45E-08	0,3779630309	3,35E-06	0,0001084869
ENSG00000108395	TRIM37	0,652098732	3,11E-20	2,96E-18	0,6040313356	5,66E-15	4,77E-13
ENSG00000197245	FAM110D	-0,8561031386	2,19E-12	1,26E-10	-0,9328450073	1,18E-12	8,52E-11
ENSG00000270069	RP6-99M1.2	0,661502683	4,42E-07	1,47E-05	0,6295421222	1,18E-07	4,90E-06
ENSG00000147883	CDKN2B	0,7655873702	1,07E-09	4,85E-08	0,7339609358	9,04E-09	4,40E-07
ENSG00000186470	BTN3A2	0,5850175383	8,98E-13	5,28E-11	0,5381918847	4,51E-09	2,30E-07
ENSG00000100311	PDGFB	0,5157103439	6,00E-14	3,92E-12	0,4673128315	6,82E-09	3,38E-07
ENSG00000082482	KCNK2	-1,3402406913	0,0003390051	0,006299962	-2,9495871409	7,59E-06	0,000229608
ENSG00000170873	MTSS1	0,5657265272	2,77E-07	9,46E-06	0,5248682072	2,22E-08	1,03E-06
ENSG00000122873	CISD1	0,5651190699	3,52E-11	1,85E-09	0,5202488798	4,85E-09	2,47E-07
ENSG00000134107	BHLHE40	0,6160202481	1,02E-35	1,83E-33	0,5654850255	1,68E-14	1,38E-12
ENSG00000226808	LINC00840	-1,3576082247	5,82E-05	0,0013268055	-1,9663306942	1,36E-06	4,79E-05
ENSG00000164430	MB21D1	0,6486980491	9,62E-11	4,82E-09	0,6063377583	1,33E-09	7,33E-08
ENSG00000116514	RNF19B	0,3955567787	2,78E-13	1,73E-11	0,3446757042	6,17E-06	0,0001902717
ENSG00000050344	NFE2L3	0,7231134737	5,67E-69	1,99E-66	0,6716229131	6,14E-21	7,66E-19
ENSG00000173264	GPR137	0,6017206247	2,66E-17	2,12E-15	0,5545067492	1,52E-10	9,12E-09
ENSG00000172889	EGFL7	-0,3283822535	0,0001884909	0,0037846151	-0,3849839431	1,09E-05	0,0003192389
ENSG00000125733	TRIP10	0,5195171688	2,38E-20	2,27E-18	0,4702516488	1,85E-09	1,00E-07
ENSG00000065413	ANKRD44	-0,7289082965	3,81E-08	1,45E-06	-0,8060600153	8,58E-09	4,19E-07
ENSG00000167767	KRT80	-0,8782539849	8,54E-29	1,19E-26	-0,9422565741	1,18E-30	2,24E-28
ENSG00000128645	HOXD1	0,8775654156	5,97E-07	1,95E-05	0,8782687765	5,49E-07	2,06E-05
ENSG00000179256	SMCO3	1,2529489062	6,38E-06	0,0001758662	1,4462329353	9,33E-07	3,39E-05
ENSG00000156860	FBRS	0,419025153	3,62E-25	4,30E-23	0,3669337465	4,53E-07	1,73E-05
ENSG00000110047	EHD1	0,5997317439	9,92E-59	2,98E-56	0,5487236583	1,36E-14	1,13E-12
ENSG00000107562	CXCL12	-1,3751155019	2,09E-05	0,0005190176	-1,89446174	3,26E-07	1,26E-05
ENSG00000101421	CHMP4B	0,4937349982	5,62E-24	6,37E-22	0,4435223721	2,84E-09	1,49E-07
ENSG00000112559	MDFI	-0,5590899117	2,37E-19	2,16E-17	-0,6150293353	1,98E-14	1,62E-12
ENSG00000165899	OTOGL	-1,3535528605	8,86E-17	6,86E-15	-1,4773739799	5,01E-23	6,96E-21
ENSG00000158715	SLC45A3	-0,6858651601	1,15E-17	9,44E-16	-0,746517223	5,81E-16	5,32E-14
ENSG00000196843	ARID5A	0,6134048461	2,12E-12	1,22E-10	0,5688817844	3,49E-09	1,82E-07
ENSG00000159200	RCAN1	0,5806662648	6,91E-16	5,10E-14	0,5318346185	1,39E-11	9,06E-10
ENSG00000144746	ARL6IP5	0,2851217902	5,49E-08	2,05E-06	0,2337569185	0,0013993054	0,0219117101
ENSG00000103335	PIEZO1	0,4643504525	2,48E-09	1,07E-07	0,4158467885	9,71E-08	4,08E-06
ENSG00000137960	GIPC2	-0,5190895805	1,15E-07	4,11E-06	-0,5814147052	2,39E-09	1,26E-07
ENSG00000115194	SLC30A3	-0,6692379364	1,66E-08	6,55E-07	-0,7397847079	5,26E-09	2,67E-07
ENSG00000159842	ABR	0,7374288872	3,28E-57	9,57E-55	0,6868113064	1,34E-21	1,72E-19
ENSG00000231632	RP11-82L18.4	-1,3376169404	3,24E-05	0,0007743721	-1,8315409069	8,95E-07	3,27E-05
ENSG00000174791	RIN1	-0,6839675826	1,92E-11	1,03E-09	-0,7495258893	3,68E-13	2,76E-11
ENSG00000260941	LINC00622	1,422304672	0,0001396823	0,0029152958	2,8341655519	6,51E-06	0,0001995682
ENSG00000237181	AC147651.4	0,9427010304	1,91E-05	0,000477288	0,9850518309	1,31E-05	0,0003756957
ENSG00000223387	RP11-408H1.3	1,4068643214	0,0001483888	0,0030723473	2,5560129404	1,01E-05	0,0002961645
ENSG00000162645	GBP2	0,5460668783	6,11E-10	2,85E-08	0,500754274	1,50E-08	7,16E-07
ENSG00000160050	CCDC28B	0,6100655822	4,45E-07	1,47E-05	0,5734140314	3,30E-06	0,0001074312
ENSG00000132819	RBM38	0,4820533631	4,95E-11	2,55E-09	0,4340243674	1,54E-07	6,26E-06
ENSG00000267801	RP11-552F3.9	1,32984741	5,44E-05	0,0012461522	1,7535701614	7,93E-06	0,0002389412
ENSG00000185947	ZNF267	0,5329611919	1,87E-14	1,26E-12	0,483127191	1,07E-09	5,94E-08
ENSG00000170961	HAS2	0,9541597645	1,14E-05	0,0002966369	0,9965808654	5,75E-06	0,0001787029
ENSG00000057704	TMCC3	-0,4968266115	1,55E-13	9,85E-12	-0,5544341464	2,26E-12	1,58E-10
ENSG00000261594	TPBGL	1,2451754026	0,0008203316	0,0137916405	3,0758856968	4,52E-05	0,0011291639
ENSG00000184349	EFNA5	-0,6015523156	1,89E-21	1,92E-19	-0,6602695482	3,96E-16	3,69E-14
ENSG00000243649	CFB	1,3388748338	0,0001942079	0,003889394	2,0815091958	2,98E-05	0,0007781145
ENSG00000053108	FSTL4	-1,2344600526	2,09E-06	6,27E-05	-1,4884980978	3,94E-08	1,77E-06
ENSG00000133106	EPSTI1	1,1582401554	8,71E-06	0,000233086	1,2966867869	1,28E-06	4,54E-05
ENSG00000054967	RELT	0,4758113558	2,08E-07	7,23E-06	0,4284447141	2,77E-05	0,0007328739
ENSG00000176454	LPCAT4	-0,5469691084	7,98E-12	4,38E-10	-0,6055910529	1,53E-11	9,95E-10
ENSG00000137727	ARHGAP20	-0,5858757627	2,34E-07	8,08E-06	-0,6538343522	5,53E-08	2,40E-06
ENSG00000169604	ANTXR1	-0,5761247301	1,62E-09	7,16E-08	-0,6397233436	1,78E-10	1,05E-08
ENSG00000124508	BTN2A2	0,7775292035	8,50E-26	1,04E-23	0,731446895	2,80E-17	2,86E-15
ENSG00000142166	IFNAR1	0,5894352907	4,11E-44	8,67E-42	0,5373891772	5,08E-14	4,07E-12
ENSG00000174469	CNTNAP2	1,2810367235	0,0005514822	0,0097547314	3,3606283923	3,14E-05	0,0008166666
ENSG00000153233	PTPRR	1,196213122	0,0001320822	0,0027715045	1,4899625971	2,45E-05	0,0006590404
ENSG00000143801	PSEN2	0,5235857401	5,86E-09	2,43E-07	0,478761677	1,58E-06	5,49E-05
ENSG00000023171	GRAMD1B	-0,8749398241	1,27E-05	0,0003291934	-1,0002601167	6,69E-07	2,48E-05
ENSG00000164867	NOS3	-0,5113344755	1,85E-29	2,63E-27	-0,5660423128	1,77E-14	1,46E-12
ENSG00000170425	ADORA2B	-0,4405087058	2,53E-10	1,21E-08	-0,4980374207	6,73E-09	3,34E-07
ENSG00000151136	BTBD11	-0,520839911	4,99E-07	1,64E-05	-0,5851956613	7,25E-08	3,09E-06
ENSG00000077238	IL4R	0,6219815119	1,46E-39	2,81E-37	0,5704657204	9,31E-15	7,77E-13
ENSG00000169902	TPST1	0,5542583224	7,25E-30	1,04E-27	0,5022385473	8,99E-12	5,98E-10
ENSG00000173926	03-mars	0,4467294162	1,79E-20	1,72E-18	0,3956280057	6,74E-08	2,89E-06
ENSG00000167468	GPX4	0,3236026094	0,0001964666	0,0039295829	0,2762927723	0,0014378542	0,0223402133
ENSG00000141668	CBLN2	1,1881604479	7,26E-05	0,0016241462	1,4319502729	1,30E-05	0,0003743219
ENSG00000137752	CASP1	0,7917307583	1,64E-05	0,0004149105	0,7916201756	1,97E-05	0,0005417636
ENSG00000166401	SERPINB8	0,5851703823	2,26E-20	2,17E-18	0,535321049	2,14E-12	1,50E-10
ENSG00000159399	HK2	-0,6197896912	1,51E-13	9,61E-12	-0,6817505296	1,51E-15	1,36E-13
ENSG00000197576	HOXA4	0,5921724481	4,33E-06	0,0001230187	0,5566753422	1,50E-05	0,0004230669
ENSG00000075651	PLD1	0,5213235137	1,22E-07	4,35E-06	0,4772571027	5,80E-08	2,51E-06
ENSG00000163884	KLF15	-0,8902206708	4,91E-06	0,0001380287	-1,0125048222	2,40E-07	9,45E-06
ENSG00000172403	SYNPO2	1,2477804552	4,66E-05	0,0010800541	1,5342002008	5,83E-06	0,000180639
ENSG00000138172	CALHM2	-0,5165435291	6,56E-12	3,63E-10	-0,5745276084	1,70E-10	1,01E-08
ENSG00000123689	G0S2	0,5725129586	7,92E-05	0,0017561434	0,5420120256	8,05E-05	0,0018736618
ENSG00000127324	TSPAN8	-0,6218572398	3,97E-08	1,50E-06	-0,6908668103	1,25E-08	6,02E-07
ENSG00000139289	PHLDA1	0,3459935331	3,55E-08	1,35E-06	0,2955300602	0,0001954556	0,0041070089
ENSG00000158859	ADAMTS4	0,5392332169	1,44E-07	5,09E-06	0,4963926266	1,27E-06	4,54E-05
ENSG00000143994	ABHD1	1,1497478756	0,0015920485	0,0246153204	3,577427641	0,0001435968	0,003152029
ENSG00000065320	NTN1	1,2747336282	0,0001216149	0,0025778731	1,7017903679	1,19E-05	0,0003452792
ENSG00000184922	FMNL1	1,0945221246	1,27E-05	0,0003294563	1,2009835598	4,58E-06	0,0001453674
ENSG00000100219	XBP1	0,4833239017	1,16E-25	1,41E-23	0,4326427142	7,38E-09	3,63E-07
ENSG00000110900	TSPAN11	-0,6610179622	6,44E-07	2,09E-05	-0,7365448357	1,43E-07	5,86E-06
ENSG00000187608	ISG15	0,4911147979	0,0001298456	0,0027264078	0,4542170376	0,0001112819	0,002494087
ENSG00000156466	GDF6	-0,7924813339	9,34E-11	4,69E-09	-0,8690683233	3,75E-15	3,22E-13
ENSG00000141664	ZCCHC2	-0,667781734	3,10E-16	2,35E-14	-0,7294764217	3,24E-18	3,54E-16
ENSG00000114315	HES1	-0,7043439122	1,14E-06	3,56E-05	-0,7855261226	2,18E-08	1,01E-06
ENSG00000080189	SLC35C2	0,4097009094	1,11E-07	4,00E-06	0,3616003125	2,20E-05	0,0005998213
ENSG00000151702	FLI1	0,4093255782	4,02E-17	3,13E-15	0,3576612703	4,66E-07	1,77E-05
ENSG00000206418	RAB12	0,3507737929	1,36E-15	9,82E-14	0,2990825079	5,49E-05	0,0013481739
ENSG00000173801	JUP	0,5756024215	8,49E-09	3,45E-07	0,5341480242	1,21E-08	5,86E-07
ENSG00000113361	CDH6	-0,9369505061	7,34E-05	0,0016391246	-1,1060552571	1,98E-06	6,75E-05
ENSG00000170989	S1PR1	0,5717445825	5,86E-30	8,47E-28	0,5210848316	8,15E-13	5,96E-11
ENSG00000203485	INF2	0,4800685868	7,92E-29	1,11E-26	0,4294214466	6,21E-09	3,11E-07
ENSG00000157870	FAM213B	0,4616098994	5,27E-12	2,94E-10	0,4125788385	2,80E-07	1,09E-05
ENSG00000137522	RNF121	0,5236268238	8,89E-12	4,87E-10	0,4764206825	1,90E-08	8,91E-07
ENSG00000183779	ZNF703	-0,7034687193	1,76E-17	1,42E-15	-0,7652898826	4,54E-18	4,92E-16
ENSG00000188157	AGRN	0,6467852955	9,68E-18	8,02E-16	0,6003819367	2,80E-13	2,13E-11
ENSG00000198807	PAX9	-0,8719045094	3,26E-05	0,0007787417	-1,0054029672	1,90E-06	6,53E-05
ENSG00000161010	C5orf45	0,5498045006	3,23E-12	1,83E-10	0,5036328019	1,87E-08	8,78E-07
ENSG00000257443	RP11-150C16.1	1,2265204094	0,0010117654	0,0165369848	2,8353350329	0,0001966302	0,0041262644
ENSG00000235387	LINC00961	-0,4744876778	2,53E-06	7,47E-05	-0,5356729447	1,24E-07	5,11E-06
ENSG00000168010	ATG16L2	0,6477837017	1,70E-10	8,31E-09	0,607612127	4,70E-09	2,39E-07
ENSG00000062716	VMP1	0,3388899647	2,62E-05	0,0006383884	0,2904277722	0,0004934615	0,0092282207
ENSG00000250961	CTD-2023N9.1	-1,2961580346	0,00010419	0,0022483396	-1,8476735793	3,59E-06	0,000115072
ENSG00000110931	CAMKK2	0,5066375431	7,79E-25	9,10E-23	0,4551146932	6,87E-10	3,91E-08
ENSG00000137834	SMAD6	-0,6145754236	1,36E-19	1,25E-17	-0,6730190951	1,58E-15	1,41E-13
ENSG00000143013	LMO4	-0,4255058974	6,55E-12	3,63E-10	-0,4808459241	1,45E-09	7,91E-08
ENSG00000122863	CHST3	-0,5824352195	5,33E-18	4,51E-16	-0,6413790551	2,39E-16	2,29E-14
ENSG00000198795	ZNF521	-0,6246974647	4,22E-15	2,96E-13	-0,6852887412	1,10E-16	1,08E-14
ENSG00000152402	GUCY1A2	-1,1845059676	2,47E-05	0,0006030309	-1,4722252506	1,41E-07	5,78E-06
ENSG00000151692	RNF144A	-0,5317978828	2,85E-06	8,34E-05	-0,597837277	7,41E-07	2,73E-05
ENSG00000254912	RP11-632K20.2	1,2154543222	1,33E-05	0,0003426711	1,3994843238	2,97E-06	9,85E-05
ENSG00000080815	PSEN1	0,4660415579	4,70E-20	4,39E-18	0,4140017634	2,07E-08	9,64E-07
ENSG00000135378	PRRG4	1,1598927139	0,000273597	0,0052469407	1,4656072947	4,62E-05	0,0011491869
ENSG00000170485	NPAS2	-0,4564132032	3,13E-10	1,49E-08	-0,5147996795	7,95E-11	4,86E-09
ENSG00000168884	TNIP2	0,5269527967	7,17E-18	6,05E-16	0,4781794472	1,37E-09	7,50E-08
ENSG00000117318	ID3	0,4546266923	5,54E-10	2,60E-08	0,4069713983	7,19E-07	2,66E-05
ENSG00000101017	CD40	0,5405434155	1,08E-05	0,0002835272	0,5032927087	2,27E-05	0,0006176798
ENSG00000135750	KCNK1	0,8066917461	8,86E-05	0,0019463251	0,8254673128	4,30E-05	0,001083228
ENSG00000234902	AC007879.2	1,0601377274	0,002319565	0,0337885462	4,9952138692	7,27E-05	0,00172371
ENSG00000130309	COLGALT1	0,4243119545	1,31E-18	1,13E-16	0,3730140091	2,38E-07	9,37E-06
ENSG00000146376	ARHGAP18	-0,4287319983	1,03E-08	4,15E-07	-0,4869633317	2,20E-10	1,29E-08
ENSG00000162783	IER5	0,6023175945	3,29E-15	2,33E-13	0,5564247781	6,47E-11	4,00E-09
ENSG00000260641	RP11-1299A16.3	-0,8185857548	1,85E-08	7,25E-07	-0,905345344	1,51E-09	8,23E-08
ENSG00000116863	ADPRHL2	0,4695575002	1,41E-11	7,65E-10	0,4213277814	2,62E-07	1,03E-05
ENSG00000161267	BDH1	-0,6815874455	7,56E-08	2,78E-06	-0,754976674	2,86E-08	1,31E-06
ENSG00000105643	ARRDC2	0,4434679211	1,44E-06	4,45E-05	0,3970450244	7,30E-05	0,0017274929
ENSG00000169291	SHE	-0,6995793009	2,69E-17	2,14E-15	-0,7618661978	1,22E-20	1,50E-18
ENSG00000086062	B4GALT1	0,8319588541	6,21E-46	1,36E-43	0,7832805037	9,78E-27	1,65E-24
ENSG00000007944	MYLIP	-0,5326786496	3,74E-09	1,59E-07	-0,5939089833	8,86E-10	4,96E-08
ENSG00000107372	ZFAND5	0,2990645455	1,64E-06	5,01E-05	0,2480088573	0,000879866	0,0149577213
ENSG00000136720	HS6ST1	0,4852554028	1,52E-18	1,32E-16	0,4340602144	7,46E-09	3,67E-07
ENSG00000135148	TRAFD1	0,4913557909	1,21E-25	1,47E-23	0,4393707647	1,95E-09	1,05E-07
ENSG00000165806	CASP7	0,4539937782	2,31E-15	1,64E-13	0,4026858771	1,08E-07	4,49E-06
ENSG00000224321	RP11-169K16.6	1,186205607	0,0004787867	0,0085955715	1,6196721402	7,28E-05	0,00172371
ENSG00000187239	FNBP1	0,5802672573	8,62E-14	5,58E-12	0,5329723372	5,38E-11	3,37E-09
ENSG00000108639	SYNGR2	0,4586275024	3,20E-19	2,88E-17	0,4085862744	9,61E-08	4,04E-06
ENSG00000164512	ANKRD55	0,6309665438	1,23E-06	3,82E-05	0,597444722	1,07E-05	0,0003142518
ENSG00000100979	PLTP	0,3991173008	1,59E-14	1,08E-12	0,3477202732	3,58E-06	0,0001149677
ENSG00000261971	RP11-473M20.7	0,8255522019	2,59E-05	0,0006298626	0,8352541316	2,59E-05	0,000692462
ENSG00000116815	CD58	0,5218048331	1,38E-07	4,92E-06	0,4779520855	7,68E-06	0,0002322115
ENSG00000224594	RPL29P19	1,2313147072	0,0009867026	0,0162379193	2,4588428125	7,88E-05	0,0018380784
ENSG00000257093	KIAA1147	0,5501540658	2,31E-06	6,87E-05	0,5101699324	1,39E-07	5,69E-06
ENSG00000142552	RCN3	0,4995451915	1,50E-09	6,68E-08	0,4539380845	1,82E-07	7,28E-06
ENSG00000003987	MTMR7	0,8530464841	5,88E-08	2,18E-06	0,8402124998	6,02E-08	2,60E-06
ENSG00000018699	TTC27	0,470396638	3,84E-19	3,43E-17	0,4190589151	1,38E-08	6,64E-07
ENSG00000232490	OSBPL10-AS1	1,2522006494	0,000518756	0,0092387134	1,9420422263	6,59E-05	0,0015820663
ENSG00000204397	CARD16	0,5770503276	9,82E-07	3,10E-05	0,5383695109	1,85E-06	6,38E-05
ENSG00000197261	C6orf141	-0,9111480142	9,11E-08	3,31E-06	-1,0162295921	1,79E-10	1,06E-08
ENSG00000110318	KIAA1377	-0,661053232	2,04E-12	1,18E-10	-0,7256676693	1,36E-14	1,13E-12
ENSG00000137331	IER3	0,4566775137	3,68E-06	0,0001058979	0,4129271249	9,14E-06	0,0002716486
ENSG00000270246	SNORD109A	-1,055265192	1,93E-05	0,0004824885	-1,2556947456	6,68E-07	2,48E-05
ENSG00000155099	TMEM55A	-0,5647458948	8,45E-11	4,25E-09	-0,6251092833	4,32E-10	2,48E-08
ENSG00000129467	ADCY4	0,3907821016	5,08E-05	0,0011702282	0,3450153553	0,0005325815	0,0098617062
ENSG00000118508	RAB32	0,3729129393	2,33E-09	1,01E-07	0,3224830687	3,56E-05	0,0009127744
ENSG00000115226	FNDC4	0,398970121	4,50E-09	1,90E-07	0,349596205	3,87E-05	0,0009883265
ENSG00000142875	PRKACB	-0,4101483132	2,53E-05	0,0006169996	-0,4714255204	2,72E-08	1,25E-06
ENSG00000135480	KRT7	-0,2631034577	5,34E-08	1,99E-06	-0,3167334059	1,60E-05	0,000450536
ENSG00000223764	RP11-54O7.3	-1,131851151	0,0002539621	0,0049005114	-1,498787155	1,34E-05	0,000383262
ENSG00000101000	PROCR	-0,1844197093	0,0024458997	0,0353155771	-0,2380420971	0,001591625	0,0242230167
ENSG00000087494	PTHLH	0,6350895595	3,33E-06	9,66E-05	0,6041768747	1,08E-05	0,0003153272
ENSG00000123342	MMP19	0,7764079213	1,67E-06	5,09E-05	0,7616875302	2,67E-06	8,93E-05
ENSG00000105339	DENND3	0,4906119767	2,30E-15	1,64E-13	0,4404108067	7,31E-09	3,61E-07
ENSG00000164089	ETNPPL	-1,2214023361	0,0010584737	0,0171566215	-2,4416170404	5,27E-05	0,0012981619
ENSG00000132470	ITGB4	-0,5689385475	2,94E-07	9,98E-06	-0,6355500017	2,86E-08	1,31E-06
ENSG00000142634	EFHD2	0,3127383267	3,28E-16	2,47E-14	0,2610627173	0,0002618658	0,0053205528
ENSG00000099992	TBC1D10A	0,5639828795	1,17E-05	0,0003046157	0,5285815173	6,30E-05	0,0015191461
ENSG00000137463	MGARP	-0,5932146718	2,47E-10	1,18E-08	-0,655669516	4,49E-13	3,34E-11
ENSG00000145687	SSBP2	-0,4678594287	5,87E-07	1,92E-05	-0,5290340254	4,10E-07	1,58E-05
ENSG00000164690	SHH	1,1337784378	0,0019847431	0,0297301753	3,1884473036	0,0002454097	0,0050148936
ENSG00000093167	LRRFIP2	0,3958146267	3,65E-14	2,41E-12	0,3444233845	2,24E-06	7,61E-05
ENSG00000167703	SLC43A2	0,4093037782	3,77E-13	2,31E-11	0,3584172935	3,13E-06	0,0001030537
ENSG00000254887	CTC-378H22.1	1,1747102331	0,0016462621	0,0253412279	2,2523664363	0,0002903134	0,0058026368
